Season,game_id,OfficialID,PlaysPerGame,Points,DefPointsAgainst,YardsPerGame,DefYardsAgainst,PassYardsPerGame,DefPassYardsAgainst,RushYardsPerGame,DefRushYardsAgainst,DriveStartYardlineAvg,FirstDowns,FirstDownsByPass,FirstDownsByPenalty,FirstDownsByRush,FirstDownPercent,FirstDownPercentOfPasses,FirstDownPercentOfRushes,ThirdDownConv,ThirdDownAtt,ThirdDownPercent,FourthDownConv,FourthDownAtt,FourthDownPercent,Penalties,PenaltyYards,PenaltiesOffensive,PenaltyYardsOffensive,PenaltiesDefensive,PenaltyYardsDefensive,Turnovers,TotalTD,OffTD,TOPSeconds,TOPStrfTime,PassComp,PassAtt,PassCompPercent,PassYards,PassTD,PassINT,PassYardsLong,PassYardsLongTD,PassYardsPerAtt,PassYardsPerComp,PassYardsAfterCatch,PassYardsAfterCatchAvg,RecDropped,Sacked,SackedYards,SackedYardsAvg,Pass20YdPlays,Pass40YdPlays,RushAtt,RushTD,RushYards,RushYardsAvg,RushYardsLong,RushYardsLongTD,Rush20YdPlays,Rush40YdPlays,PAT1PtAtt,PAT1PtConv,PAT1PtPct,PAT1PtAttPass,PAT1PtConvPass,PAT1PtPctPass,PAT1PtAttRush,PAT1PtConvRush,PAT1PtPctRush,PAT2PtAtt,PAT2PtConv,PAT2PtPct,PAT2PtAttPass,PAT2PtConvPass,PAT2PtPctPass,PAT2PtAttRush,PAT2PtConvRush,PAT2PtPctRush,PAT3PtAtt,PAT3PtConv,PAT3PtPct,PAT3PtConvPass,PAT3PtAttPass,PAT3PtPctPass,PAT3PtConvRush,PAT3PtAttRush,PAT3PtPctRush,Fumbles,FumblesLost,DefTackles,DefTacklesForLoss,DefQBHits,DefSacks,DefSackYards,DefSackYardsAvg,DefINT,DefINTReturnYards,DefINTReturnYardsAvg,DefINTReturnTD,DefINTReturnYardsLong,DefPassesDefended,DefFumblesForced,DefFumblesRecovered,Punts,PuntGrossYards,PuntGrossYardsAvg,PuntGrossYardsLong,PuntTouchbacks,PuntInside20,FGAtt,FGMade,FGLong,KickRetReturns,KickRetYards,KickRetYardsAvg,KickRetTD,KickRetYardsLong,KickRetFairCatches,PuntRetReturns,PuntRetYards,PuntRetYardsAvg,PuntRetTD,PuntRetYardsLong,PuntRetFairCatches
2023,FOOTBALL_XFL_2023_3_11_HOU@ORL,2,50.0,44,16,381.0,368,286.0,286,95.0,82,,18,10,1,7,0.36,0.303030303030303,0.4666666666666667,5,10,0.5,0,0,0.0,9,62,3,20,6,42,0,7,6,33.0,28:33,27,33,0.8181818181818182,286,4,0,59,1,8.666666666666666,10.592592592592592,76,2.814814814814815,5,2,16,8.0,4,3,15,2,95,6.333333333333333,26,0,2,0,0,0,0.0,0,0,0.0,0,0,0.0,7,1,0.1428571428571428,5,1,0.2,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,40.0,5.0,34,4.0,19.0,4.75,0,0,0.0,0,0,15,1,2,5,221,44.2,48,0,1,0,0,0,4,97,24.25,0,41,0,3,35.0,11.666666666666666,0,16,1
2023,FOOTBALL_XFL_2023_3_11_HOU@ORL,4,59.0,16,44,349.0,397,267.0,302,82.0,95,,16,9,2,5,0.2711864406779661,0.2647058823529412,0.238095238095238,5,13,0.3846153846153846,0,2,0.0,13,102,6,42,7,60,2,2,2,27.0,31:27,19,34,0.5588235294117647,267,2,0,81,1,7.852941176470588,14.052631578947368,94,4.947368421052632,4,4,19,4.75,3,1,21,0,82,3.9047619047619047,14,0,0,0,1,1,1.0,1,1,1.0,0,0,0.0,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,36.0,2.0,33,2.0,16.0,8.0,0,0,0.0,0,0,6,0,0,5,228,45.6,58,0,2,1,1,33,6,105,17.5,0,24,0,5,64.0,12.8,0,24,0
2023,FOOTBALL_XFL_2023_4_8_ARL@ORL,1,16.0,3,3,89.0,-1,52.0,0,37.0,-1,,6,3,0,3,0.375,0.3333333333333333,0.4285714285714285,1,3,0.3333333333333333,0,0,0.0,2,30,2,30,0,0,1,0,0,55.0,9:55,5,9,0.5555555555555556,52,0,0,18,0,5.777777777777778,10.4,0,0.0,1,0,0,0.0,0,0,7,0,37,5.285714285714286,11,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,3.0,2.0,4,0.0,0.0,0.0,0,0,0.0,0,0,4,0,0,1,38,38.0,38,0,0,1,1,23,1,22,22.0,0,22,0,1,-8.0,-8.0,0,-8,0
2023,FOOTBALL_XFL_2023_4_8_ARL@ORL,4,7.0,3,3,-1.0,89,0.0,52,-1.0,37,,0,0,0,0,0.0,0.0,0.0,0,2,0.0,0,0,0.0,1,15,0,0,1,15,0,0,0,42.0,3:42,0,4,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,3,0,-1,-0.3333333333333333,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,12.0,0.0,9,0.0,0.0,0.0,0,0,0.0,0,0,4,0,1,1,52,52.0,52,0,1,1,1,24,1,30,30.0,0,30,0,1,5.0,5.0,0,5,0
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,7,48.0,6,18,182.0,338,91.0,109,91.0,229,,9,7,0,2,0.1875,0.3043478260869565,0.0952380952380952,4,13,0.3076923076923077,1,2,0.5,7,45,6,30,1,15,1,1,1,52.0,29:52,12,23,0.5217391304347826,91,0,0,24,0,3.9565217391304346,7.583333333333333,94,7.833333333333333,0,4,12,3.0,1,0,21,1,91,4.333333333333333,25,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,49.0,5.0,25,2.0,3.0,1.5,0,0,0.0,0,0,13,1,3,6,228,38.0,49,0,1,2,0,0,2,23,11.5,0,17,0,1,1.0,1.0,0,1,2
2023,FOOTBALL_XFL_2023_2_25_DC@VGS,8,69.0,18,6,335.0,194,106.0,103,229.0,91,,23,7,1,15,0.3333333333333333,0.28,0.3571428571428571,8,15,0.5333333333333333,1,1,1.0,3,20,2,15,1,5,3,2,2,46.0,47:46,12,25,0.48,106,0,0,15,0,4.24,8.833333333333334,2,0.1666666666666666,1,2,3,1.5,0,0,42,2,229,5.4523809523809526,29,0,2,0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,3,36.0,5.0,23,4.0,12.0,3.0,0,0,0.0,0,0,11,1,1,3,100,33.333333333333336,43,0,2,1,1,47,1,16,16.0,0,16,0,3,18.0,6.0,0,10,3
2023,FOOTBALL_XFL_2023_4_1_SA@VGS,3,57.0,12,26,206.0,354,176.0,264,30.0,90,,16,9,4,3,0.2807017543859649,0.2432432432432432,0.1875,2,11,0.1818181818181818,2,4,0.5,8,64,6,46,2,18,3,2,1,41.0,24:41,24,37,0.6486486486486487,176,1,1,23,0,4.756756756756757,7.333333333333333,0,0.0,1,4,35,8.75,3,0,16,0,30,1.875,5,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,48.0,10.0,31,3.0,18.0,6.0,0,0,0.0,0,0,10,1,0,4,214,53.5,72,2,0,0,0,0,5,143,28.6,1,96,0,4,38.0,9.5,0,21,1
2023,FOOTBALL_XFL_2023_4_1_SA@VGS,7,63.0,26,12,336.0,241,246.0,211,90.0,30,,17,11,1,5,0.2698412698412698,0.3548387096774194,0.1724137931034483,8,16,0.5,1,1,1.0,12,158,7,60,5,98,0,3,3,19.0,35:19,21,31,0.6774193548387096,246,2,0,33,1,7.935483870967742,11.714285714285714,0,0.0,1,3,18,6.0,7,0,29,1,90,3.103448275862069,11,0,0,0,1,1,1.0,1,1,1.0,0,0,0.0,2,2,1.0,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,42.0,5.0,37,4.0,35.0,8.75,1,22,22.0,0,22,13,2,2,5,198,39.6,45,0,1,2,1,39,3,65,21.666666666666668,0,27,0,1,12.0,12.0,0,12,0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,2,49.0,26,37,360.0,365,288.0,249,72.0,116,,16,8,2,6,0.3265306122448979,0.2857142857142857,0.3157894736842105,6,11,0.5454545454545454,0,1,0.0,12,100,3,27,9,73,1,4,4,57.0,25:57,18,28,0.6428571428571429,288,1,1,85,1,10.285714285714286,16.0,93,5.166666666666667,0,2,17,8.5,4,1,19,3,72,3.789473684210526,18,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,1,0.5,2,1,0.5,0,0,0.0,2,0,0.0,0,2,0.0,0,0,0.0,1,0,45.0,4.0,32,1.0,9.0,9.0,0,0,0.0,0,0,12,0,0,4,172,43.0,49,0,1,0,0,0,8,197,24.625,0,35,0,1,19.0,19.0,0,19,0
2023,FOOTBALL_XFL_2023_3_27_HOU@DC,8,63.0,37,26,356.0,377,240.0,305,116.0,72,,27,14,8,5,0.4285714285714285,0.4375,0.1666666666666666,6,12,0.5,0,0,0.0,3,30,1,15,2,15,0,4,3,3.0,34:3,20,32,0.625,240,2,0,36,0,7.5,12.0,80,4.0,2,1,9,9.0,4,0,30,1,116,3.8666666666666663,30,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,4,2,0.5,3,2,0.6666666666666666,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,34.0,4.0,28,2.0,17.0,8.5,1,40,40.0,1,40,10,0,0,1,63,63.0,63,0,0,4,3,50,4,73,18.25,0,23,0,4,49.0,12.25,0,20,0
2023,FOOTBALL_XFL_2023_3_31_SEA@ARL,1,56.0,15,24,339.0,381,215.0,266,124.0,115,,22,11,1,10,0.3928571428571428,0.3666666666666666,0.4,3,9,0.3333333333333333,2,3,0.6666666666666666,4,38,2,20,2,18,1,2,2,29.0,30:29,20,30,0.6666666666666666,215,0,1,31,0,7.166666666666667,10.75,0,0.0,1,1,3,3.0,2,0,25,2,124,4.96,18,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,43.0,4.0,32,2.0,10.0,5.0,1,31,31.0,0,31,11,0,0,2,87,43.5,44,1,0,1,1,36,5,97,19.4,0,27,0,0,,0.0,0,0,0
2023,FOOTBALL_XFL_2023_3_31_SEA@ARL,6,56.0,24,15,371.0,342,256.0,218,115.0,124,,20,10,2,8,0.3571428571428571,0.3125,0.3636363636363636,7,12,0.5833333333333334,0,0,0.0,3,22,1,5,2,17,1,2,2,31.0,29:31,21,32,0.65625,256,1,1,47,0,8.0,12.19047619047619,2,0.0952380952380952,0,2,10,5.0,6,1,22,1,115,5.227272727272728,17,0,0,0,1,1,1.0,0,0,0.0,1,1,1.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,44.0,1.0,30,1.0,3.0,3.0,1,15,15.0,0,15,10,0,0,1,37,37.0,37,0,0,3,3,48,4,100,25.0,0,37,0,1,12.0,12.0,0,12,0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,5,55.0,29,6,328.0,267,222.0,224,106.0,43,,18,10,1,7,0.3272727272727272,0.3448275862068966,0.3043478260869565,3,9,0.3333333333333333,1,2,0.5,6,61,5,51,1,10,0,4,4,5.0,33:5,23,29,0.7931034482758621,222,3,0,32,0,7.655172413793103,9.652173913043478,0,0.0,1,3,14,4.666666666666667,3,0,23,1,106,4.608695652173913,16,0,0,0,2,0,0.0,0,0,0.0,2,0,0.0,2,1,0.5,2,1,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,38.0,7.0,39,4.0,32.0,8.0,2,8,4.0,0,8,16,0,0,3,135,45.0,56,0,0,1,1,40,1,15,15.0,0,15,0,3,22.0,7.333333333333333,0,10,0
2023,FOOTBALL_XFL_2023_3_25_STL@VGS,7,56.0,6,29,235.0,342,192.0,236,43.0,106,,13,10,0,3,0.2321428571428571,0.2564102564102564,0.2307692307692307,2,12,0.1666666666666666,2,4,0.5,7,50,5,30,2,20,2,1,1,55.0,26:55,23,39,0.5897435897435898,192,1,2,20,0,4.923076923076923,8.347826086956522,0,0.0,1,4,32,8.0,1,0,13,0,43,3.3076923076923075,10,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,43.0,4.0,29,3.0,14.0,4.666666666666667,0,0,0.0,0,0,6,0,0,4,150,37.5,42,0,2,0,0,0,5,99,19.8,0,31,0,2,3.0,1.5,0,3,0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,4,62.0,32,35,364.0,392,278.0,269,86.0,123,,24,16,0,8,0.3870967741935484,0.4705882352941176,0.3333333333333333,5,10,0.5,1,3,0.3333333333333333,10,59,5,21,5,38,0,5,5,20.0,30:20,27,34,0.7941176470588235,278,2,0,45,1,8.176470588235293,10.296296296296296,0,0.0,0,4,25,6.25,4,1,24,3,86,3.583333333333333,9,0,0,0,3,2,0.6666666666666666,0,0,0.0,3,2,0.6666666666666666,1,0,0.0,1,0,0.0,0,0,0.0,1,0,0.0,0,1,0.0,0,0,0.0,1,0,45.0,2.0,28,0.0,0.0,0.0,0,0,0.0,0,0,8,1,1,3,143,47.66666666666666,52,0,0,0,0,0,6,99,16.5,0,19,0,1,7.0,7.0,0,7,0
2023,FOOTBALL_XFL_2023_3_18_ORL@VGS,7,59.0,35,32,392.0,389,269.0,303,123.0,86,,22,13,3,6,0.3728813559322034,0.4642857142857143,0.1935483870967742,5,9,0.5555555555555556,0,1,0.0,7,40,3,25,4,15,1,5,5,40.0,29:40,20,28,0.7142857142857143,269,3,0,35,1,9.607142857142858,13.45,0,0.0,1,0,0,0.0,6,0,31,2,123,3.967741935483871,26,0,1,0,2,0,0.0,0,0,0.0,2,0,0.0,3,1,0.3333333333333333,3,1,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,49.0,6.0,34,4.0,25.0,6.25,0,0,0.0,0,0,7,1,0,2,77,38.5,39,0,1,2,1,39,5,139,27.8,0,42,0,2,27.0,13.5,0,14,0
2023,FOOTBALL_XFL_2023_3_26_SA@ARL,1,57.0,9,15,249.0,170,170.0,59,79.0,111,,12,8,1,3,0.2105263157894736,0.2758620689655172,0.12,5,14,0.3571428571428571,0,0,0.0,10,106,9,65,1,41,2,1,1,46.0,32:46,16,29,0.5517241379310345,170,1,1,47,0,5.862068965517241,10.625,0,0.0,1,3,15,5.0,3,1,25,0,79,3.16,14,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,32.0,4.0,20,2.0,8.0,4.0,1,0,0.0,0,0,11,0,0,7,320,45.71428571428572,57,0,1,2,1,53,5,79,15.8,0,22,0,6,42.0,7.0,0,18,0
2023,FOOTBALL_XFL_2023_3_26_SA@ARL,3,46.0,15,9,162.0,264,51.0,185,111.0,79,,7,2,1,4,0.1521739130434782,0.1,0.1666666666666666,2,12,0.1666666666666666,0,0,0.0,6,45,4,20,2,25,1,1,0,14.0,27:14,9,20,0.45,51,0,1,22,0,2.55,5.666666666666667,18,2.0,1,2,8,4.0,2,0,24,0,111,4.625,32,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,43.0,9.0,29,3.0,15.0,5.0,1,5,5.0,0,5,13,1,1,7,346,49.42857142857143,58,1,2,3,3,46,3,71,23.666666666666668,0,31,0,6,70.0,11.666666666666666,0,33,1
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,2,59.0,15,24,228.0,293,92.0,227,136.0,66,,16,8,1,7,0.2711864406779661,0.25,0.28,5,13,0.3846153846153846,0,2,0.0,6,49,2,15,4,34,2,2,1,21.0,43:21,15,32,0.46875,92,1,1,17,0,2.875,6.133333333333334,7,0.4666666666666667,2,2,14,7.0,0,0,25,0,136,5.44,27,0,2,0,1,0,0.0,0,0,0.0,1,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,43.0,4.0,36,3.0,12.0,4.0,0,0,0.0,0,0,9,2,2,4,147,36.75,45,0,1,1,1,25,4,98,24.5,0,28,0,2,14.0,7.0,0,12,1
2023,FOOTBALL_XFL_2023_4_2_STL@HOU,5,58.0,24,15,281.0,242,215.0,106,66.0,136,,19,15,1,3,0.3275862068965517,0.4166666666666667,0.1578947368421052,8,13,0.6153846153846154,0,1,0.0,2,24,1,15,1,9,2,3,3,39.0,46:39,27,36,0.75,215,3,0,16,0,5.972222222222222,7.962962962962963,37,1.3703703703703705,1,3,12,4.0,0,0,19,0,66,3.473684210526316,15,0,0,0,1,1,1.0,0,0,0.0,1,1,1.0,2,1,0.5,2,1,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2,2,40.0,6.0,32,2.0,14.0,7.0,1,0,0.0,0,0,17,0,1,3,123,41.0,48,0,0,1,1,59,3,45,15.0,0,19,0,3,26.0,8.666666666666666,0,10,1
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,3,54.0,6,15,191.0,345,170.0,264,21.0,81,,11,7,2,2,0.2037037037037037,0.1794871794871795,0.1818181818181818,3,13,0.2307692307692307,1,3,0.3333333333333333,5,43,3,20,2,23,0,0,0,22.0,26:22,20,39,0.5128205128205128,170,0,0,30,0,4.358974358974359,8.5,0,0.0,1,4,19,4.75,1,0,11,0,21,1.9090909090909087,10,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,46.0,5.0,41,1.0,2.0,2.0,1,0,0.0,0,0,13,0,0,6,277,46.16666666666666,51,0,3,2,2,57,4,90,22.5,0,31,0,3,26.0,8.666666666666666,0,23,0
2023,FOOTBALL_XFL_2023_3_11_SA@SEA,6,62.0,15,6,343.0,210,262.0,189,81.0,21,,21,14,1,6,0.3387096774193548,0.3414634146341463,0.3,7,13,0.5384615384615384,0,1,0.0,6,65,2,15,4,50,1,2,2,38.0,33:38,28,41,0.6829268292682927,262,1,1,30,0,6.390243902439025,9.357142857142858,0,0.0,0,1,2,2.0,2,0,20,1,81,4.05,15,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,1,0.0,0,0,0.0,0,0,35.0,6.0,39,4.0,19.0,4.75,0,0,0.0,0,0,19,1,0,4,168,42.0,55,0,1,1,1,35,2,36,18.0,0,21,0,5,33.0,6.6,0,13,1
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,2,65.0,33,12,337.0,345,256.0,267,81.0,78,,16,12,1,3,0.2461538461538461,0.2857142857142857,0.15,5,15,0.3333333333333333,1,1,1.0,3,35,1,15,2,20,2,4,4,42.0,31:42,26,42,0.6190476190476191,256,2,2,46,1,6.095238095238095,9.846153846153848,28,1.0769230769230769,0,3,16,5.333333333333333,2,1,20,2,81,4.05,27,1,1,0,4,0,0.0,2,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,46.0,8.0,38,7.0,42.0,6.0,3,42,14.0,0,27,12,0,1,4,121,30.25,41,0,2,3,3,33,2,48,24.0,0,24,0,4,39.0,9.75,0,15,0
2023,FOOTBALL_XFL_2023_2_18_ORL@HOU,4,61.0,12,33,303.0,353,225.0,272,78.0,81,,13,8,0,5,0.2131147540983606,0.2105263157894736,0.3125,5,15,0.3333333333333333,0,3,0.0,3,20,2,15,1,5,4,2,2,48.0,28:48,26,38,0.6842105263157895,225,2,3,51,1,5.921052631578948,8.653846153846153,23,0.8846153846153846,0,7,42,6.0,5,1,16,0,78,4.875,12,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,1,0,0.0,0,1,0.0,0,0,0.0,1,1,41.0,5.0,42,3.0,16.0,5.333333333333333,2,22,11.0,0,22,16,0,0,5,202,40.4,48,0,0,1,0,0,8,95,11.875,0,15,0,2,8.0,4.0,0,8,2
2023,FOOTBALL_XFL_2023_3_12_ARL@STL,1,55.0,11,24,240.0,324,191.0,214,49.0,110,,14,11,1,2,0.2545454545454545,0.282051282051282,0.1333333333333333,4,11,0.3636363636363636,0,3,0.0,6,45,4,35,2,10,4,1,1,55.0,28:55,23,39,0.5897435897435898,191,0,3,41,0,4.897435897435898,8.304347826086957,0,0.0,1,1,14,14.0,1,1,15,1,49,3.2666666666666666,11,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,43.0,2.0,27,0.0,0.0,0.0,1,33,33.0,0,33,7,0,0,3,141,47.0,57,0,1,1,1,37,5,116,23.2,0,33,0,2,17.0,8.5,0,10,2
2023,FOOTBALL_XFL_2023_3_12_ARL@STL,5,55.0,24,11,324.0,254,214.0,205,110.0,49,,20,12,1,7,0.3636363636363636,0.4444444444444444,0.25,2,8,0.25,0,1,0.0,4,35,1,10,3,25,1,3,3,5.0,31:5,20,27,0.7407407407407407,214,2,1,27,1,7.925925925925926,10.7,0,0.0,0,0,0,0.0,3,0,28,1,110,3.928571428571429,15,0,0,0,1,1,1.0,1,1,1.0,0,0,0.0,2,1,0.5,2,1,0.5,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,37.0,2.0,39,1.0,14.0,14.0,3,20,6.666666666666667,0,20,16,1,1,4,135,33.75,39,0,2,1,1,28,3,63,21.0,0,26,0,2,25.0,12.5,0,15,1
2023,FOOTBALL_XFL_2023_4_1_DC@ORL,4,69.0,37,36,400.0,492,309.0,297,91.0,195,,27,12,4,11,0.391304347826087,0.3529411764705882,0.34375,10,14,0.7142857142857143,1,1,1.0,6,35,5,30,1,5,2,6,6,54.0,34:54,27,34,0.7941176470588235,309,3,0,44,1,9.088235294117649,11.444444444444445,0,0.0,1,3,19,6.333333333333333,3,2,32,3,91,2.84375,19,0,0,0,4,1,0.25,1,0,0.0,3,1,0.3333333333333333,2,0,0.0,1,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3,2,48.0,4.0,30,1.0,4.0,4.0,0,0,0.0,0,0,8,1,1,3,114,38.0,44,0,1,0,0,0,4,119,29.75,0,46,0,2,31.0,15.5,0,24,0
2023,FOOTBALL_XFL_2023_4_1_DC@ORL,8,61.0,36,37,488.0,419,293.0,328,195.0,91,,24,13,0,11,0.3934426229508196,0.4333333333333333,0.3666666666666666,6,11,0.5454545454545454,0,0,0.0,9,91,2,20,7,71,1,5,5,6.0,25:6,22,30,0.7333333333333333,293,4,0,86,1,9.766666666666667,13.318181818181818,0,0.0,0,1,4,4.0,3,1,30,1,195,6.5,23,0,2,0,0,0,0.0,0,0,0.0,0,0,0.0,5,3,0.6,5,3,0.6,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,54.0,8.0,34,3.0,19.0,6.333333333333333,0,0,0.0,0,0,7,3,2,3,149,49.66666666666666,66,1,0,2,0,0,6,114,19.0,0,28,0,2,25.0,12.5,0,20,1
2023,FOOTBALL_XFL_2023_4_8_VGS@STL,5,55.0,21,17,332.0,367,246.0,159,86.0,208,,15,11,0,4,0.2727272727272727,0.3142857142857143,0.2222222222222222,6,11,0.5454545454545454,1,1,1.0,6,35,2,15,4,20,3,2,2,5.0,24:5,20,35,0.5714285714285714,246,2,2,64,1,7.0285714285714285,12.3,53,2.65,2,2,12,6.0,4,1,18,0,86,4.777777777777778,14,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,1,1,1.0,1,0,0.0,0,1,0.0,0,0,0.0,1,1,51.0,5.0,24,2.0,11.0,5.5,0,0,0.0,0,0,11,1,1,2,81,40.5,43,0,1,2,1,34,4,72,18.0,0,27,0,1,3.0,3.0,0,3,0
