team_id,team_logo_url,date,player_name,player_position,transaction_type
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/15/23,Javaris Davis,CB,Released
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/15/23,Josh Malone,WR,Released
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/15/23,Sam Cooper,C,Released
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/15/23,Adrian Killins,RB,Released
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/14/23,P.J. Dawson,ILB,Reserve List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/14/23,Artavis Pierce,RB,Reserve List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/14/23,Erik Hansen,DT,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/14/23,Jazz Ferguson,WR,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/14/23,Raymond Calais,WR,Active List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/14/23,Damion Daniels,DL,Released
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/14/23,Jordan Thomas,TE,Released
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/14/23,Denzel Chukwukelu,DL,Released
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/13/23,Tim Harris,CB,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/13/23,Malcolm Bunche,T,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/13/23,Gabe Wright,DT,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/11/23,Otaro Alaka,ILB,Reserve List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/9/23,Kahlil McKenzie,G,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",3/9/23,P.J. Hall,DT,Reserve List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/9/23,Roman Tatum,CB,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",3/9/23,Chris Smith,DE,Active List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/9/23,C.J. Holmes,CB,Active List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/8/23,Rod Taylor,G,Waiver System from D.C.
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/8/23,Marcell Ateman,WR,Reserve List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/8/23,Tony Adams,G,Active List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/8/23,Chad Hansen,WR,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Soto Shakir,DL,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Emmanuel Butler,WR,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Michael Brown,T,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/8/23,Montae Nicholson,S,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/8/23,Terrill Hanks,LB,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/8/23,Denzel Chukwukelu,DL,Active List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/8/23,Pooka Williams,RB,Waiver System from D.C.
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Ben Beise,TE,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Damien Mama,G,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/8/23,Kai Absheer,T,Released
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/8/23,Kelvin Taylor,RB,Released
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/8/23,Jacorey Sullivan,WR,Released
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/8/23,Isaac Nauta,TE,Released
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/8/23,Flynn Nagel,WR,Released
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/7/23,Jaryd Jones-Smith,OT,Reserve List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",3/7/23,Allie Green,CB,Reserve List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/7/23,Derrick Kelly,T,Reserve List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/7/23,Alexander Myres,CB,Reserve List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/7/23,Gabe Wright,DT,Reserve List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/7/23,Francis Bernard,ILB,Reserve List Addition
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/7/23,Devin Darrington,RB,Active List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/7/23,David Tolentino,CB,Active List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/7/23,Caliph Brice,OLB,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/7/23,Gunnar Vogel,T,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/7/23,Brandon Rusnak,CB,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/7/23,Jamar Johnson,S,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/7/23,Ja'Chai Baker,OT,Waiver System from Orlando
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",3/6/23,Brenden Knox,RB,Reserve List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/6/23,Josh Hawkins,CB,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",3/6/23,Darius Bradwell,RB,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/6/23,Tye Smith,CB,Active List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/6/23,Quinton Flowers,QB,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/6/23,Javonta Payton,WR,Traded from Orlando Guardians
ORL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png.png",3/6/23,T.J. Storment,OT,Traded from D.C. Defenders
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/6/23,Alex Ellis,TE,Traded from Arlington Renegades
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",3/6/23,Antonio Garcia,OL,Traded from Vegas Vipers
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-vegas-vipers-500x500.png",3/6/23,Joshua Allen,CB,Traded from D.C. Defenders
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/4/23,Jamal Carter,CB,Reserve List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",3/3/23,Davion Davis,WR,Released
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",3/3/23,Kenneth Farrow,RB,Active List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/3/23,Quinten Dormady,QB,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/3/23,Emmanuel Olenga,DE,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/3/23,Daniel Williams,WR,Waiver System From San Antonio
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",3/1/23,Jaylen Smith,TE,Assigned via Waiver System from St. Louis
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",3/1/23, Travis Toivonen,WR,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",2/28/23,Cody Conway,OL,Reserve List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",2/28/23,Aaron Donkor,LB,Active List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",2/28/23,Bruno Reagan,OL,Active List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",2/28/23,Nate Wieland,LB,Reserve List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",2/27/23,Darta Lee,OL,Active List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",2/27/23,McLane Mannix,WR,Active List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",2/27/23,Jaylon Redd,WR,Reserve List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",2/24/23,Teton Saltes,OL,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",2/23/23,Javaris Davis,DB,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",2/23/23,Lance Lenoir,WR,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",2/22/23,Rannell Hall,WR,Reserve List Addition
DC,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-dc-defenders-500x500.png",2/22/23,Chad Hansen,WR,Released
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",2/22/23,Keonte Schad,DL,Active List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",2/22/23,Khristian Tate,DL,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/21/23,Landen Akers,WR,Reserve List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/21/23,Malcolm Bunche,OL,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/21/23,Stephen Denmark,DB,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/21/23,Joel Dublanko,LB,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/21/23,Jamal Pettigrew,TE,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/21/23,Maea Teuhema,OL,Active List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",2/20/23,Jonathan Alexander,DB,Active List Addition
HOU,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-houston-roughnecks-500x500.png",2/20/23,Duke Ejiofor,LB,Reserve List Addition
STL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-st-louis-battlehawks-500x500.png",2/20/23,Tim Harris,DB,Reserve List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/20/23,Willie Wright,OL,Reserve List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555935/xfl-prod/logos/logo-vegas-vipers-500x500.png",2/16/23,Clayton Bradley,OL,Released
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555935/xfl-prod/logos/logo-vegas-vipers-500x500.png",2/16/23,Maurice Smith,DB,Reserve List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/15/23,Divine Buckrham,DB,Released
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",2/15/23,Devin Darrington,RB,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",2/15/23,C.J. Holmes,DB,Reserve List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/15/23,Elijah Jones,DB,Released
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/15/23,Kohl Levao,OL,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/15/23,Damien Mama,OL,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/15/23,Jordan McCray,OL,Reserve List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",2/15/23,Kelvin Taylor,RB,Active List Addition
ARL,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-arlington-renegades-500x500.png",2/15/23,Nick Temple,LB,Released
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-orlando-guardians-500x500.png",2/15/23,Trumaine Washington,DB,Active List Addition
SEA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100/v1671555934/xfl-prod/logos/logo-seattle-sea-dragons-500x500.png",2/14/23,Colin Kelly,OL,Active List Addition
SA,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555934/xfl-prod/logos/logo-san-antonio-brahmas-500x500.png",2/13/23,Kai Absheer,OL,Active List Addition
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555935/xfl-prod/logos/logo-vegas-vipers-500x500.png",2/13/23,James Folston,LB,Released
VGS,"https://res.cloudinary.com/xfl-production/image/upload/c_thumb,w_100,g_face/v1671555935/xfl-prod/logos/logo-vegas-vipers-500x500.png",2/13/23,Martrell Spaight,LB,Active List Addition
